ASPM : City Pair Analysis : All Flights Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
From 4/1/2024 To 6/28/2024 Days Omitted ; Departure=DFW : Use Flight Plan,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Departure,Arrival,Date,Departure Hour,Flight Count,% On-Time Gate Departures,% On-Time Airport Departures,% On-Time Gate Arrivals,EDCT,EDCT>0,Gate Departure Delay,Taxi Out Delay,Average Taxi Out Time,Airport Departure Delay,Airborne Delay,Taxi In Delay,Block Delay,Gate Arrival Delay
DFW,SLC,4/22/24,5,1,100,100,100,0,0,0,8.6,22,7,0,0,0,0
DFW,SLC,4/22/24,8,1,100,100,100,0,0,0,5.6,19,0,0,3.9,0,0
DFW,SLC,4/22/24,9,1,100,100,100,0,0,8,2.4,13,10,0,1.7,0,0
DFW,SLC,4/22/24,11,1,100,100,100,0,0,0,4.4,15,0,0,6.7,0,0
DFW,SLC,4/22/24,12,1,100,100,100,0,0,0,7.6,21,4,0,0,0,0
DFW,SLC,4/22/24,13,1,100,100,100,0,0,1,2.4,13,3,0,5.7,0,0
DFW,SLC,4/22/24,14,1,100,100,100,0,0,0,6.6,20,0,0,0.9,0,0
DFW,SLC,4/22/24,17,1,100,0,100,0,0,10,5.4,16,15,0,1.7,0,0
DFW,SLC,4/22/24,18,1,100,100,100,0,0,0,7.6,21,0,0,0.9,0,0
DFW,SLC,4/22/24,21,1,0,0,0,0,0,32,1.4,12,33,0,2.7,0,16
DFW,SLC,4/22/24,22,1,100,100,100,0,0,11,3.4,14,14,0,1.7,0,0
DFW,SLC,4/23/24,5,1,100,100,100,0,0,0,5.6,19,0,0,0,0,0
DFW,SLC,4/23/24,8,1,100,100,100,0,0,0,2.6,16,1,0,6.9,0,0
DFW,SLC,4/23/24,9,1,100,100,100,0,0,0,14.4,25,9,0,1.7,0,0
DFW,SLC,4/23/24,11,1,100,0,100,0,0,10,10.4,21,20,0,2.7,0,3
DFW,SLC,4/23/24,12,1,100,100,100,0,0,0,4.6,18,0,0,5.9,0,0
DFW,SLC,4/23/24,13,1,0,0,0,0,0,43,7.4,18,50,0,3.7,0,37
DFW,SLC,4/23/24,14,1,100,100,100,0,0,0,2.6,16,0,0,0.9,0,0
DFW,SLC,4/23/24,17,2,100,100,100,0,0,7.5,6.4,18,13.5,0.5,2.55,0,3
DFW,SLC,4/23/24,18,1,100,100,100,0,0,0,0.6,14,0,0,0,0,0
DFW,SLC,4/23/24,21,1,0,0,0,0,0,133,4.4,15,137,0,0.7,0,117
DFW,SLC,4/23/24,22,1,0,0,100,0,0,15,5.4,16,20,0,0,0,2
DFW,SLC,4/24/24,5,1,100,100,100,0,0,0,5.6,19,0,0,0,0,0
DFW,SLC,4/24/24,8,1,100,100,100,0,0,0,4.6,18,0,0,0,0,0
DFW,SLC,4/24/24,9,1,0,0,0,0,0,42,1.4,12,43,1,1.7,0,33
DFW,SLC,4/24/24,11,1,100,100,100,0,0,0,2.4,13,0,0,17.7,7,5
DFW,SLC,4/24/24,12,1,100,100,100,0,0,0,6.6,20,2,4,0,0,0
DFW,SLC,4/24/24,13,1,0,0,100,0,0,21,3.4,14,24,0,1.7,0,12
DFW,SLC,4/24/24,14,1,100,100,100,0,0,0,4.6,18,0,0,4.9,0,0
DFW,SLC,4/24/24,17,1,0,0,0,0,0,25,1.4,12,26,8,0,0,21
DFW,SLC,4/24/24,18,1,100,100,100,0,0,0,3.6,17,0,0,13.9,4,0
DFW,SLC,4/24/24,21,1,100,100,100,0,0,0,16.4,27,14,2,1.7,6,4
DFW,SLC,4/24/24,22,1,100,100,100,0,0,0,6.4,17,3,0,0.7,0,0
DFW,SLC,4/25/24,5,1,100,100,100,0,0,0,4.6,18,0,0,0,0,0
DFW,SLC,4/25/24,8,1,0,0,0,0,0,44,0.6,14,45,2,0,0,27
DFW,SLC,4/25/24,9,1,100,100,100,0,0,0,4.4,15,3,1,1.7,0,0
DFW,SLC,4/25/24,11,1,100,100,100,0,0,0,5.4,16,0,2,2.7,0,0
DFW,SLC,4/25/24,12,1,100,100,100,0,0,0,4.6,18,0,1,0,0,0
DFW,SLC,4/25/24,13,1,100,100,100,0,0,0,1.4,12,0,2,0.7,0,0
DFW,SLC,4/25/24,14,1,100,100,100,0,0,0,0.6,14,1,0,0,0,0
DFW,SLC,4/25/24,17,2,100,100,100,0,0,0,9.4,21,3.5,0,3.05,0,0
DFW,SLC,4/25/24,18,1,100,100,100,0,0,0,3.6,17,0,0,3.9,0,0
DFW,SLC,4/25/24,21,1,100,0,100,0,0,0,16.4,27,15,2,1.7,0,0
DFW,SLC,4/25/24,22,1,100,100,100,0,0,0,8.4,19,6,0,4.7,0,0
DFW,SLC,4/26/24,5,1,100,100,100,0,0,0,5.6,19,2,0,0,0,0
DFW,SLC,4/26/24,7,1,100,100,100,0,0,1,0.6,14,2,0,0,0,0
DFW,SLC,4/26/24,9,1,100,100,100,0,0,0,6.4,17,0,0,1.7,0,0
DFW,SLC,4/26/24,11,1,0,0,0,0,0,330,8.4,19,338,0,1.7,0,316
DFW,SLC,4/26/24,12,1,100,0,100,0,0,11,15.6,29,27,1,1.9,2,13
DFW,SLC,4/26/24,13,1,100,100,100,0,0,11,2.4,13,13,0,3.7,0,0
DFW,SLC,4/26/24,14,1,0,0,100,0,0,18,7.6,21,26,0,4.9,0,13
DFW,SLC,4/26/24,17,1,100,100,100,0,0,2,3.4,14,5,1,13.7,1,3
DFW,SLC,4/26/24,18,1,100,0,100,0,0,0,18.6,32,19,0,3.9,1,1
DFW,SLC,4/26/24,21,1,100,100,100,0,0,0,5.4,16,2,0,0,0,0
DFW,SLC,4/26/24,22,1,100,100,100,0,0,0,5.4,16,1,4,2.7,0,0
DFW,SLC,4/29/24,5,1,100,100,100,0,0,2,6.6,20,9,2,0,5,7
DFW,SLC,4/29/24,8,1,100,100,100,0,0,0,3.6,17,0,1,0,0,0
DFW,SLC,4/29/24,9,1,100,0,100,0,0,0,22.4,33,22,0,0,8,8
DFW,SLC,4/29/24,11,1,100,100,100,0,0,0,6.4,17,5,8,1.7,3,2
DFW,SLC,4/29/24,12,1,0,0,0,0,0,28,13.6,27,42,0,6.9,0,26
DFW,SLC,4/29/24,13,1,100,100,100,0,0,0,3.4,14,2,0,2.7,0,0
DFW,SLC,4/29/24,14,1,100,100,100,0,0,0,5.6,19,3,0,7.9,0,0
DFW,SLC,4/29/24,17,1,0,0,0,0,0,36,5.4,16,41,0,0,0,26
DFW,SLC,4/29/24,18,1,100,0,100,0,0,6,12.6,26,19,0,1.9,0,6
DFW,SLC,4/29/24,21,1,100,100,100,0,0,9,5.4,16,14,0,0,0,0
DFW,SLC,4/29/24,22,1,100,100,100,0,0,7,4.4,15,11,0,0.7,0,0
DFW,SLC,4/30/24,5,1,100,100,100,0,0,0,6.6,20,3,0,0.9,3,0
DFW,SLC,4/30/24,8,1,100,100,100,0,0,0,1.6,15,0,0,3.9,0,0
DFW,SLC,4/30/24,9,1,100,100,100,0,0,0,15.4,26,8,0,2.7,1,0
DFW,SLC,4/30/24,11,1,0,0,100,0,0,15,9.4,20,24,0,0.7,0,7
DFW,SLC,4/30/24,12,1,100,100,100,0,0,0,4.6,18,1,0,2.9,0,0
DFW,SLC,4/30/24,13,1,100,100,100,0,0,0,3.4,14,0,0,1.7,0,0
DFW,SLC,4/30/24,14,1,100,100,100,0,0,0,3.6,17,0,0,0,0,0
DFW,SLC,4/30/24,17,2,100,100,100,0,0,1.5,6.9,18.5,5.5,0,6.05,0,1.5
DFW,SLC,4/30/24,18,1,100,100,100,0,0,0,4.6,18,0,0,0.9,0,0
DFW,SLC,4/30/24,21,1,100,100,100,0,0,0,5.4,16,3,0,2.7,0,0
DFW,SLC,4/30/24,22,1,0,0,0,0,0,38,1.4,12,39,0,1.7,0,18
DFW,SLC,5/1/24,5,1,100,100,100,0,0,0,7.6,21,3,0,2.9,0,0
DFW,SLC,5/1/24,8,1,100,100,100,0,0,0,0.6,14,0,0,0.9,0,0
DFW,SLC,5/1/24,9,1,100,0,100,0,0,9,7.4,18,16,0,2.7,0,3
DFW,SLC,5/1/24,11,1,100,100,100,0,0,0,4.4,15,3,0,0.7,0,0
DFW,SLC,5/1/24,12,1,100,100,100,0,0,0,7.6,21,5,0,2.9,0,0
DFW,SLC,5/1/24,13,1,0,0,100,0,0,19,3.4,14,22,0,0.7,0,3
DFW,SLC,5/1/24,14,1,100,100,100,0,0,0,4.6,18,0,0,4.9,0,0
DFW,SLC,5/1/24,17,1,0,0,0,0,0,31,14.4,25,45,10,1.7,12,43
DFW,SLC,5/1/24,18,1,100,100,100,0,0,0,6.6,20,0,2,0,2,0
DFW,SLC,5/1/24,21,1,100,0,100,0,0,5,10.4,21,15,0,4.7,3,8
DFW,SLC,5/1/24,22,1,100,100,100,0,0,0,8.4,19,7,0,1.7,8,7
DFW,SLC,5/2/24,5,1,100,100,100,0,0,0,10.6,24,8,0,0,0,0
DFW,SLC,5/2/24,8,1,100,100,100,0,0,0,11.6,25,1,1,0,0,0
DFW,SLC,5/2/24,9,1,0,0,100,0,0,15,9.4,20,24,0,1.7,0,13
DFW,SLC,5/2/24,11,1,100,100,100,0,0,0,5.4,16,1,2,0.7,0,0
DFW,SLC,5/2/24,12,1,100,100,100,0,0,0,3.6,17,0,3,0,0,0
DFW,SLC,5/2/24,13,1,100,0,100,0,0,6,9.4,20,15,0,9.7,2,8
DFW,SLC,5/2/24,14,1,100,100,100,0,0,0,7.6,21,4,0,4.9,0,0
DFW,SLC,5/2/24,17,2,100,50,50,0,0,6,22.9,34.5,28.5,3,4.55,15.5,21.5
DFW,SLC,5/2/24,18,1,100,100,100,0,0,0,13.6,27,1,0,4.9,3,0
DFW,SLC,5/2/24,21,1,100,0,0,0,0,11,13.4,24,24,0,3.7,7,18
DFW,SLC,5/2/24,22,1,0,0,100,0,0,16,10.4,21,26,0,1.7,0,12
DFW,SLC,5/3/24,5,1,100,100,100,0,0,0,3.6,17,0,0,1.9,0,0
DFW,SLC,5/3/24,8,1,100,100,100,0,0,0,4.6,18,0,0,6.9,0,0
DFW,SLC,5/3/24,9,1,0,0,100,0,0,21,9.4,20,30,0,0,0,12
DFW,SLC,5/3/24,11,1,100,100,100,0,0,0,5.4,16,3,0,3.7,0,0
DFW,SLC,5/3/24,12,1,100,100,100,0,0,0,1.6,15,0,0,1.9,0,0
DFW,SLC,5/3/24,13,1,0,0,0,0,0,49,7.4,18,56,0,6.7,0,44
DFW,SLC,5/3/24,14,1,0,0,100,0,0,19,5.6,19,25,0,0,0,8
DFW,SLC,5/3/24,17,1,100,100,100,0,0,5,5.4,16,10,7,0.7,0,4
DFW,SLC,5/3/24,18,1,100,100,100,0,0,0,2.6,16,0,0,1.9,0,0
DFW,SLC,5/3/24,21,1,100,0,0,0,0,0,36.4,47,32,0,0.7,20,16
DFW,SLC,5/3/24,22,1,100,100,100,0,0,0,18.4,29,13,0,0.7,5,0
DFW,SLC,5/6/24,5,1,100,100,100,0,0,0,7.6,21,5,0,4.9,0,0
DFW,SLC,5/6/24,8,1,100,100,100,0,0,0,13.6,27,4,10,3.9,11,1
DFW,SLC,5/6/24,9,1,100,100,100,0,0,5,5.4,16,10,3,0.7,0,3
DFW,SLC,5/6/24,11,1,100,100,100,0,0,0,5.4,16,0,7,0,0,0
DFW,SLC,5/6/24,12,1,100,100,100,0,0,0,9.6,23,0,3,0,0,0
DFW,SLC,5/6/24,13,1,100,100,100,0,0,0,0,10,0,2,1.7,0,0
DFW,SLC,5/6/24,14,1,100,100,100,0,0,0,4.6,18,0,0,0,0,0
DFW,SLC,5/6/24,17,1,100,100,100,0,0,0,3.4,14,0,3,2.7,4,1
DFW,SLC,5/6/24,18,1,100,100,100,0,0,0,10.6,24,0,0,0,9,0
DFW,SLC,5/6/24,21,1,100,100,0,0,0,0,9.4,20,5,9,0.7,19,15
DFW,SLC,5/6/24,22,1,100,100,0,0,0,0,6.4,17,3,13,14.7,35,32
DFW,SLC,5/7/24,5,1,100,100,100,0,0,0,0,13,0,0,0,0,0
DFW,SLC,5/7/24,8,1,100,100,100,0,0,0,4.6,18,0,1,3.9,8,2
DFW,SLC,5/7/24,9,1,100,0,0,0,0,9,10.4,21,19,2,11.7,23,32
DFW,SLC,5/7/24,11,1,100,100,100,0,0,0,4.4,15,0,0,0.7,2,0
DFW,SLC,5/7/24,12,2,100,100,100,0,0,0,1.3,13,0,2,1.85,6,0
DFW,SLC,5/7/24,13,1,100,100,100,0,0,1,2.4,13,3,4,0,5,6
DFW,SLC,5/7/24,14,1,100,100,100,0,0,0,6.6,20,0,0,2.9,5,0
DFW,SLC,5/7/24,17,2,100,50,50,0,0,5.5,6.4,18,11.5,0.5,3.55,3,8.5
DFW,SLC,5/7/24,19,1,100,0,100,0,0,10,5.6,19,16,0,3.9,0,9
DFW,SLC,5/7/24,21,1,100,100,100,0,0,0,1.4,12,0,1,1.7,0,0
DFW,SLC,5/7/24,22,1,0,0,100,0,0,17,1.4,12,18,0,1.7,0,8
DFW,SLC,5/8/24,5,1,100,0,100,0,0,6,11.6,25,18,0,1.9,1,7
DFW,SLC,5/8/24,8,1,100,100,100,0,0,0,0,13,0,0,0,0,0
DFW,SLC,5/8/24,9,1,100,100,100,0,0,0,7.4,18,0,1,5.7,5,0
DFW,SLC,5/8/24,11,1,0,0,0,0,0,32,5.4,16,37,0,1.7,0,26
DFW,SLC,5/8/24,12,1,100,100,100,0,0,0,16.6,30,11,0,1.9,5,0
DFW,SLC,5/8/24,13,1,100,100,100,0,0,0,4.4,15,1,0,3.7,0,0
DFW,SLC,5/8/24,14,1,100,0,0,0,0,13,8.6,22,22,0,5.9,2,15
DFW,SLC,5/8/24,17,1,100,100,100,0,0,1,4.4,15,5,1,2.7,0,0
DFW,SLC,5/8/24,19,1,0,0,0,0,0,34,42.6,56,77,0,0,27,61
DFW,SLC,5/8/24,21,1,100,0,0,0,0,0,33.4,44,32,0,5.7,25,24
DFW,SLC,5/8/24,22,1,100,0,0,0,0,13,15.4,26,28,0,1.7,2,15
DFW,SLC,5/9/24,5,1,100,100,100,0,0,0,16.6,30,11,0,4.9,7,1
DFW,SLC,5/9/24,8,1,100,100,100,0,0,0,4.6,18,0,0,0.9,0,0
DFW,SLC,5/9/24,9,1,100,100,100,0,0,0,7.4,18,7,0,2.7,0,0
DFW,SLC,5/9/24,11,1,100,100,100,0,0,0,11.4,22,7,4,0.7,6,2
DFW,SLC,5/9/24,12,1,100,100,100,0,0,0,10.6,24,7,0,0,0,0
DFW,SLC,5/9/24,13,1,100,100,0,0,0,11,2.4,13,13,3,13.7,5,16
DFW,SLC,5/9/24,14,1,100,100,100,0,0,0,1.6,15,2,0,5.9,0,0
DFW,SLC,5/9/24,17,2,0,0,50,0,0,22,4.9,16.5,26.5,2.5,3.05,0,14
DFW,SLC,5/9/24,19,1,100,100,100,0,0,0,0.6,14,0,0,3.9,0,0
DFW,SLC,5/9/24,21,1,0,0,0,0,0,50,12.4,23,62,0,1.7,1,51
DFW,SLC,5/9/24,22,1,0,0,0,0,0,21,10.4,21,31,0,2.7,0,17
DFW,SLC,5/10/24,5,1,100,100,100,0,0,0,4.6,18,0,0,5.9,1,0
DFW,SLC,5/10/24,8,1,100,100,100,0,0,0,0.6,14,0,1,0,0,0
DFW,SLC,5/10/24,9,1,100,0,100,0,0,0,22.4,33,22,1,1.7,14,14
DFW,SLC,5/10/24,11,1,0,0,100,0,0,25,3.4,14,28,0,0,0,12
DFW,SLC,5/10/24,12,1,100,100,100,0,0,0,0.6,14,0,0,4.9,0,0
DFW,SLC,5/10/24,13,1,0,0,0,0,0,66,1.4,12,67,4,0,0,61
DFW,SLC,5/10/24,14,1,100,100,100,0,0,0,0.6,14,0,6,1.9,0,0
DFW,SLC,5/10/24,17,1,0,0,0,0,0,36,5.4,16,41,3,1.7,0,32
DFW,SLC,5/10/24,19,1,100,100,100,0,0,3,0,11,1,0,0,0,0
DFW,SLC,5/10/24,21,1,0,0,0,0,0,28,12.4,23,40,2,0,0,27
DFW,SLC,5/10/24,22,1,100,0,100,0,0,8,13.4,24,21,3,1.7,5,13
DFW,SLC,5/13/24,5,1,100,100,100,0,0,0,10.6,24,5,0,0,0,0
DFW,SLC,5/13/24,8,1,100,100,100,0,0,0,0.6,14,0,1,0,0,0
DFW,SLC,5/13/24,9,1,0,0,0,0,0,47,3.4,14,50,2,1.7,0,40
DFW,SLC,5/13/24,11,1,100,100,100,0,0,9,5.4,16,14,0,4.7,0,2
DFW,SLC,5/13/24,12,1,100,100,100,0,0,0,7.6,21,5,0,1.9,0,0
DFW,SLC,5/13/24,13,1,0,0,0,0,0,57,24.4,35,81,0,1.7,12,69
DFW,SLC,5/13/24,14,1,100,100,100,0,0,0,2.6,16,1,0,2.9,0,0
DFW,SLC,5/13/24,17,1,0,0,0,0,0,31,20.4,31,51,0,6.7,13,44
DFW,SLC,5/13/24,19,1,100,0,100,0,0,5,16.6,30,22,0,3.9,1,6
DFW,SLC,5/13/24,21,1,0,0,0,0,0,68,8.4,19,76,1,1.7,0,64
DFW,SLC,5/13/24,22,1,0,0,0,0,0,52,13.4,24,65,0,0.7,0,51
DFW,SLC,5/14/24,5,1,100,100,100,0,0,0,5.6,19,0,0,0,0,0
DFW,SLC,5/14/24,8,1,100,100,100,0,0,0,5.6,19,1,2,0,0,0
DFW,SLC,5/14/24,9,1,0,0,0,0,0,31,13.4,24,44,0,2.7,2,33
DFW,SLC,5/14/24,11,1,0,0,0,0,0,29,6.4,17,35,0,0.7,0,22
DFW,SLC,5/14/24,12,1,100,100,100,0,0,0,5.6,19,0,0,2.9,0,0
DFW,SLC,5/14/24,13,1,100,100,100,0,0,0,5.4,16,5,1,2.7,0,0
DFW,SLC,5/14/24,14,1,100,100,100,0,0,0,1.6,15,0,1,0,0,0
DFW,SLC,5/14/24,17,2,0,0,0,0,0,26.5,13.9,25.5,40,1,3.05,6,29
DFW,SLC,5/14/24,19,1,100,100,100,0,0,0,1.6,15,0,0,2.9,0,0
DFW,SLC,5/14/24,21,1,100,100,100,0,0,2,5.4,16,7,0,1.7,0,0
DFW,SLC,5/14/24,22,1,0,0,0,0,0,26,11.4,22,37,0,2.7,1,27
DFW,SLC,5/15/24,5,1,100,100,100,0,0,0,4.6,18,3,0,0,0,0
DFW,SLC,5/15/24,8,1,100,100,100,0,0,0,2.6,16,0,1,0,0,0
DFW,SLC,5/15/24,9,1,100,100,100,0,0,0,7.4,18,6,0,0.7,0,0
DFW,SLC,5/15/24,11,1,100,100,100,0,0,0,12.4,23,8,0,1.7,1,0
DFW,SLC,5/15/24,12,1,100,100,100,0,0,0,16.6,30,11,0,3.9,2,0
DFW,SLC,5/15/24,13,1,0,0,0,0,0,17,3.4,14,20,1,4.7,0,16
DFW,SLC,5/15/24,14,1,100,100,100,0,0,0,4.6,18,0,0,5.9,0,0
DFW,SLC,5/15/24,17,1,0,0,0,0,0,171,4.4,15,175,7,0.7,6,177
DFW,SLC,5/15/24,19,1,100,100,100,0,0,0,4.6,18,5,10,4.9,1,1
DFW,SLC,5/15/24,21,1,100,100,100,0,0,0,10.4,21,5,0,2.7,0,0
DFW,SLC,5/15/24,22,1,100,100,100,0,0,0,5.4,16,0,5,0.7,0,0
DFW,SLC,5/16/24,5,1,100,100,100,0,0,0,5.6,19,0,0,0.9,4,0
DFW,SLC,5/16/24,8,1,100,100,100,0,0,0,0,13,0,0,0.9,20,14
DFW,SLC,5/16/24,9,1,0,0,0,0,0,48,6.4,17,54,0,1.7,0,40
DFW,SLC,5/16/24,11,1,100,0,0,0,0,4,46.4,57,50,0,5.7,42,46
DFW,SLC,5/16/24,12,1,0,0,0,0,0,77,9.6,23,87,0,0,0,67
DFW,SLC,5/16/24,14,1,0,0,0,0,0,42,4.6,18,47,6,5.9,0,42
DFW,SLC,5/16/24,16,1,100,100,100,0,0,3,11.4,24,14,0,2.4,0,0
DFW,SLC,5/16/24,17,1,0,0,0,0,0,150,12.4,23,162,1,0.7,0,150
DFW,SLC,5/16/24,19,1,0,0,100,0,0,16,10.6,24,27,2,0,0,4
DFW,SLC,5/16/24,21,1,100,100,100,0,0,0,5.4,16,4,3,0,0,0
DFW,SLC,5/16/24,22,1,0,0,0,0,0,71,10.4,21,81,1,0.7,0,70
DFW,SLC,5/17/24,5,1,100,100,100,0,0,0,4.6,18,0,2,0,0,0
DFW,SLC,5/17/24,8,1,100,100,100,0,0,0,3.6,17,4,1,18.9,8,8
DFW,SLC,5/17/24,9,1,0,0,100,0,0,22,3.4,14,25,0,2.7,0,10
DFW,SLC,5/17/24,11,1,100,0,0,0,0,0,49.4,60,49,0,2.7,34,34
DFW,SLC,5/17/24,12,1,100,100,100,0,0,0,16.6,30,5,0,0,0,0
DFW,SLC,5/17/24,13,1,100,100,100,0,0,14,0,10,13,0,1.7,0,0
DFW,SLC,5/17/24,14,1,100,100,100,0,0,8,1.6,15,10,0,1.9,0,0
DFW,SLC,5/17/24,17,1,100,100,100,0,0,0,2.4,13,1,2,1.7,0,0
DFW,SLC,5/17/24,19,1,100,0,100,0,0,14,0.6,14,15,0,4.9,0,1
DFW,SLC,5/17/24,21,1,0,0,0,0,0,26,2.4,13,28,0,5.7,0,15
DFW,SLC,5/17/24,22,1,100,100,100,0,0,11,1.4,12,12,0,2.7,0,0
DFW,SLC,5/20/24,5,1,100,100,100,0,0,0,5.6,19,0,0,7.9,5,0
DFW,SLC,5/20/24,8,1,100,100,100,0,0,0,2.6,16,0,0,12.9,10,0
DFW,SLC,5/20/24,9,1,100,100,100,0,0,0,4.4,15,0,2,8.7,3,0
DFW,SLC,5/20/24,11,1,100,100,100,0,0,0,8.4,19,7,3,3.7,5,4
DFW,SLC,5/20/24,12,1,100,100,100,0,0,0,4.6,18,0,0,0.9,0,0
DFW,SLC,5/20/24,13,1,0,0,0,0,0,27,0,10,26,0,4.7,0,19
DFW,SLC,5/20/24,14,1,100,100,100,0,0,0,8.6,22,2,1,2.9,7,0
DFW,SLC,5/20/24,17,1,100,100,100,0,0,0,9.4,20,6,3,3.7,3,0
DFW,SLC,5/20/24,19,1,100,100,100,0,0,0,7.6,21,6,7,1.9,0,0
DFW,SLC,5/20/24,21,1,0,0,100,0,0,22,1.4,12,23,0,0,0,12
DFW,SLC,5/20/24,22,1,100,100,100,0,0,0,1.4,12,0,0,3.7,0,0
DFW,SLC,5/21/24,5,1,100,0,100,0,0,12,5.6,19,18,1,0,0,11
DFW,SLC,5/21/24,8,1,100,100,100,0,0,0,1.6,15,2,5,0.9,7,7
DFW,SLC,5/21/24,9,1,0,0,0,0,0,25,8.4,19,33,0,2.7,3,28
DFW,SLC,5/21/24,11,1,100,100,100,0,0,7,3.4,14,10,5,1.7,0,6
DFW,SLC,5/21/24,12,1,100,100,100,0,0,0,8.6,22,8,6,4.9,10,9
DFW,SLC,5/21/24,13,1,100,100,100,0,0,0,6.4,17,5,8,4.7,13,12
DFW,SLC,5/21/24,14,1,100,100,0,0,0,9,3.6,17,13,6,6.9,10,19
DFW,SLC,5/21/24,17,1,0,0,0,0,0,21,7.4,18,28,0,1.7,1,22
DFW,SLC,5/21/24,19,1,100,0,100,0,0,0,18.6,32,16,1,0.9,9,6
DFW,SLC,5/21/24,21,1,100,100,100,0,0,10,2.4,13,12,3,1.7,0,9
DFW,SLC,5/21/24,22,1,100,100,100,0,0,7,0.4,11,7,3,3.7,0,5
DFW,SLC,5/22/24,5,1,100,100,100,0,0,0,6.6,20,2,4,0,5,0
DFW,SLC,5/22/24,8,1,100,100,100,0,0,0,12.6,26,12,5,0,12,11
DFW,SLC,5/22/24,9,1,0,0,0,0,0,19,2.4,13,21,4,0,0,16
DFW,SLC,5/22/24,11,1,0,0,0,0,0,29,12.4,23,41,5,0.7,8,37
DFW,SLC,5/22/24,12,1,100,100,100,0,0,0,19.6,33,13,2,2.9,13,6
DFW,SLC,5/22/24,14,1,0,0,0,0,0,133,6.6,20,140,2,0,2,135
DFW,SLC,5/22/24,19,1,100,100,100,0,0,0,9.6,23,9,0,0,0,0
DFW,SLC,5/22/24,21,1,0,0,0,0,0,184,2.4,13,186,0,1.7,0,170
DFW,SLC,5/22/24,22,1,0,0,0,0,0,66,2.4,13,68,0,1.7,0,58
DFW,SLC,5/23/24,5,1,100,100,100,0,0,0,3.6,17,0,1,2.9,1,0
DFW,SLC,5/23/24,8,1,100,100,100,0,0,0,25.6,39,0,0,0.9,18,0
DFW,SLC,5/23/24,9,1,100,100,100,0,0,5,8.4,19,13,0,0.7,0,4
DFW,SLC,5/23/24,11,1,100,100,100,0,0,0,4.4,15,0,0,1.7,0,0
DFW,SLC,5/23/24,12,1,0,0,0,0,0,19,23.6,37,43,0,1.9,16,35
DFW,SLC,5/23/24,13,1,0,0,0,0,0,21,4.4,15,25,0,3.7,3,24
DFW,SLC,5/23/24,14,1,100,100,100,0,0,0,5.6,19,2,0,2.9,0,0
DFW,SLC,5/23/24,16,1,100,0,0,0,0,7,8.4,21,15,0,46.4,51,58
DFW,SLC,5/23/24,17,1,0,0,0,0,0,55,13.4,24,68,0,1.7,7,62
DFW,SLC,5/23/24,19,1,100,0,0,0,0,12,30.6,44,43,0,7.9,24,36
DFW,SLC,5/23/24,21,1,100,0,100,0,0,13,4.4,15,17,0,1.7,0,6
DFW,SLC,5/23/24,22,1,100,100,100,0,0,0,4.4,15,1,0,2.7,0,0
DFW,SLC,5/24/24,5,1,100,100,100,0,0,0,6.6,20,6,6,3.9,14,13
DFW,SLC,5/24/24,8,1,100,100,100,0,0,0,2.6,16,0,3,0.9,6,0
DFW,SLC,5/24/24,9,1,0,0,0,0,0,19,3.4,14,22,5,2.7,9,28
DFW,SLC,5/24/24,11,1,100,100,100,0,0,0,0.4,11,0,0,0.7,0,0
DFW,SLC,5/24/24,12,1,100,100,100,0,0,0,15.6,29,0,0,10.9,18,0
DFW,SLC,5/24/24,13,1,0,0,0,0,0,20,1.4,12,21,0,1.7,0,16
DFW,SLC,5/24/24,14,1,0,0,0,0,0,18,3.6,17,22,3,0,2,20
DFW,SLC,5/24/24,17,1,100,100,100,0,0,0,7.4,18,4,7,0,0,0
DFW,SLC,5/24/24,19,1,100,0,100,0,0,0,15.6,29,15,4,4.9,9,8
DFW,SLC,5/24/24,21,1,0,0,0,0,0,47,5.4,16,52,4,0.7,0,46
DFW,SLC,5/27/24,5,1,100,100,100,0,0,0,7.6,21,6,0,0,0,0
DFW,SLC,5/27/24,8,1,100,100,100,0,0,0,4.6,18,0,7,1.9,6,0
DFW,SLC,5/27/24,9,1,0,0,0,0,0,43,0.4,11,43,0,1.7,0,28
DFW,SLC,5/27/24,11,1,100,100,100,0,0,0,3.4,14,1,0,1.7,0,0
DFW,SLC,5/27/24,12,1,100,100,100,0,0,0,12.6,26,11,0,1.9,3,1
DFW,SLC,5/27/24,13,1,100,100,100,0,0,0,1.4,12,0,0,2.7,0,0
DFW,SLC,5/27/24,14,1,0,0,0,0,0,86,23.6,37,110,0,0,14,100
DFW,SLC,5/27/24,17,1,100,0,100,0,0,0,25.4,36,22,0,0.7,10,7
DFW,SLC,5/27/24,21,1,100,100,100,0,0,0,0,10,0,0,0.7,0,0
DFW,SLC,5/27/24,22,1,0,0,0,0,0,199,7.4,18,206,4,0.7,0,198
DFW,SLC,5/28/24,5,1,100,0,0,0,0,0,133.6,147,132,1,0.9,135,133
DFW,SLC,5/28/24,11,1,0,0,0,0,0,259,32.4,43,291,10,1.7,33,292
DFW,SLC,5/28/24,12,1,0,0,0,0,0,213,18.6,32,232,0,0,15,228
DFW,SLC,5/28/24,14,1,0,0,0,0,0,70,25.6,39,96,21,0.9,36,106
